label,cycle number,Capacity/mA.h,Norm_Cap,Cycles Until Fail,20004.453 Re,15829.126 Re,12516.703 Re,9909.4424 Re,7835.48 Re,6217.2461 Re,4905.291 Re,3881.2737 Re,3070.9827 Re,2430.7778 Re,1923.1537 Re,1522.4358 Re,1203.8446 Re,952.86591 Re,754.27557 Re,596.71857 Re,471.96338 Re,373.20856 Re,295.47278 Re,233.87738 Re,185.05922 Re,146.35823 Re,115.77804 Re,91.6721 Re,72.51701 Re,57.36816 Re,45.3629 Re,35.93134 Re,28.40909 Re,22.48202 Re,17.79613 Re,14.06813 Re,11.1448 Re,8.81772 Re,6.97545 Re,5.5173 Re,4.36941 Re,3.45686 Re,2.73547 Re,2.16054 Re,1.70952 Re,1.35352 Re,1.07079 Re,0.84734 Re,0.67072 Re,0.53067 Re,0.41976 Re,0.33183 Re,0.26261 Re,0.20791 Re,0.16452 Re,0.13007 Re,0.10309 Re,0.08153 Re,0.06443 Re,0.05102 Re,0.04042 Re,0.03192 Re,0.02528 Re,0.01999 Re,20004.453 Im,15829.126 Im,12516.703 Im,9909.4424 Im,7835.48 Im,6217.2461 Im,4905.291 Im,3881.2737 Im,3070.9827 Im,2430.7778 Im,1923.1537 Im,1522.4358 Im,1203.8446 Im,952.86591 Im,754.27557 Im,596.71857 Im,471.96338 Im,373.20856 Im,295.47278 Im,233.87738 Im,185.05922 Im,146.35823 Im,115.77804 Im,91.6721 Im,72.51701 Im,57.36816 Im,45.3629 Im,35.93134 Im,28.40909 Im,22.48202 Im,17.79613 Im,14.06813 Im,11.1448 Im,8.81772 Im,6.97545 Im,5.5173 Im,4.36941 Im,3.45686 Im,2.73547 Im,2.16054 Im,1.70952 Im,1.35352 Im,1.07079 Im,0.84734 Im,0.67072 Im,0.53067 Im,0.41976 Im,0.33183 Im,0.26261 Im,0.20791 Im,0.16452 Im,0.13007 Im,0.10309 Im,0.08153 Im,0.06443 Im,0.05102 Im,0.04042 Im,0.03192 Im,0.02528 Im,0.01999 Im,EIS_PCA_1,EIS_PCA_2
25C06,13,30.13329025922862,0.8372176186967096,48,   0.34808,   0.35061,   0.35882,   0.36599,   0.37497,   0.38476,   0.39580,   0.40942,   0.42073,   0.43409,   0.45083,   0.46600,   0.48315,   0.50094,   0.51972,   0.53636,   0.55895,   0.58252,   0.60184,   0.62683,   0.65289,   0.68513,   0.71471,   0.74219,   0.78119,   0.80995,   0.84557,   0.87500,   0.92873,   0.96489,   0.98607,   1.02019,   1.08875,   1.15788,   1.15660,   1.23695,   1.39484,   1.47999,   1.45412,   1.38244,   1.34808,   1.40921,   1.55622,   1.71886,   1.80592,   1.76964,   1.59351,   1.36105,   1.20209,   1.18632,   1.30046,   1.46570,   1.60019,   1.66922,   1.68376,   1.65587,   1.59610,   1.54067,   1.53618,   1.60751,  -0.01315,   0.00068,   0.02065,   0.03300,   0.04439,   0.05655,   0.06514,   0.07601,   0.08544,   0.09095,   0.10055,   0.10858,   0.11602,   0.12244,   0.13274,   0.13907,   0.14864,   0.15832,   0.16665,   0.17601,   0.18560,   0.19241,   0.20203,   0.20997,   0.21982,   0.24404,   0.25444,   0.24018,   0.26372,   0.26814,   0.27269,   0.33920,   0.29379,   0.38459,   0.36643,   0.29172,   0.28501,   0.36579,   0.41272,   0.36179,   0.21877,   0.05492,  -0.04012,  -0.01120,   0.10853,   0.30092,   0.43019,   0.41472,   0.25970,   0.05949,  -0.07902,  -0.10019,  -0.01844,   0.10981,   0.22785,   0.34030,   0.40813,   0.41155,   0.36104,   0.30051,0.9203970777823669,0.36593822916756175
25C06,14,30.08567729108045,0.8358947490243583,47,   0.34637,   0.35005,   0.35778,   0.36630,   0.37644,   0.38648,   0.39683,   0.41009,   0.42100,   0.43629,   0.44977,   0.46641,   0.48222,   0.49943,   0.51676,   0.53765,   0.55512,   0.57985,   0.60649,   0.63237,   0.65937,   0.68461,   0.71703,   0.75093,   0.78061,   0.80069,   0.83320,   0.88917,   0.90678,   0.95412,   1.01311,   1.02212,   1.11359,   1.09992,   1.20708,   1.33807,   1.34195,   1.31397,   1.33860,   1.45330,   1.61001,   1.72223,   1.71876,   1.59131,   1.42308,   1.25305,   1.20746,   1.31596,   1.51252,   1.68492,   1.75388,   1.70441,   1.58691,   1.47788,   1.42794,   1.41969,   1.47130,   1.58851,   1.74936,   1.90249,  -0.01282,   0.00197,   0.02061,   0.03222,   0.04474,   0.05694,   0.06678,   0.07513,   0.08396,   0.09264,   0.10021,   0.10756,   0.11737,   0.12522,   0.13318,   0.14148,   0.15179,   0.16145,   0.16594,   0.17751,   0.18583,   0.20168,   0.21002,   0.21814,   0.23302,   0.23090,   0.24362,   0.25959,   0.28221,   0.30207,   0.30374,   0.28887,   0.35387,   0.33532,   0.29780,   0.35748,   0.42173,   0.37432,   0.25152,   0.13258,   0.10229,   0.17847,   0.30892,   0.40432,   0.39659,   0.25672,   0.03998,  -0.14499,  -0.19952,  -0.10723,   0.07261,   0.24355,   0.33425,   0.33745,   0.30180,   0.23688,   0.16974,   0.12896,   0.15072,   0.25134,-0.3126942861107651,-0.9084806387187464
25C06,15,29.9763255451211,0.8328565408643857,46,   0.34578,   0.35028,   0.36041,   0.36706,   0.37638,   0.38556,   0.39725,   0.40950,   0.42202,   0.43564,   0.44856,   0.46364,   0.48097,   0.50029,   0.51690,   0.53824,   0.55517,   0.57870,   0.60711,   0.63282,   0.65857,   0.68150,   0.71312,   0.74733,   0.77304,   0.80526,   0.83691,   0.88360,   0.89787,   0.93802,   1.00123,   1.04114,   1.08670,   1.11716,   1.24448,   1.30965,   1.28638,   1.30010,   1.40152,   1.55905,   1.67810,   1.68804,   1.57633,   1.40399,   1.27835,   1.24636,   1.35993,   1.55913,   1.73409,   1.79096,   1.71347,   1.56264,   1.42948,   1.36994,   1.38413,   1.44872,   1.56506,   1.71920,   1.86344,   1.94391,  -0.01467,   0.00255,   0.02127,   0.03423,   0.04490,   0.05614,   0.06547,   0.07613,   0.08390,   0.09230,   0.09989,   0.10747,   0.11828,   0.12581,   0.13171,   0.14266,   0.15068,   0.16031,   0.16971,   0.17866,   0.18910,   0.20093,   0.21325,   0.22205,   0.23418,   0.22612,   0.23503,   0.26713,   0.27158,   0.29736,   0.31852,   0.28480,   0.36786,   0.31015,   0.31331,   0.40607,   0.40336,   0.30793,   0.19166,   0.14840,   0.20876,   0.32138,   0.39848,   0.36822,   0.24294,   0.02620,  -0.15127,  -0.19843,  -0.09244,   0.10367,   0.28401,   0.36716,   0.34280,   0.26261,   0.19320,   0.12841,   0.09529,   0.12334,   0.23009,   0.38330,-0.9178281382030838,-0.4198482196659031
25C06,16,29.90694791594863,0.830928965980033,45,   0.34618,   0.34930,   0.35864,   0.36628,   0.37610,   0.38595,   0.39717,   0.40824,   0.42194,   0.43537,   0.44980,   0.46591,   0.47967,   0.49856,   0.51705,   0.53412,   0.55470,   0.57981,   0.60213,   0.62606,   0.65124,   0.68026,   0.70992,   0.73799,   0.77301,   0.81542,   0.85301,   0.86429,   0.92076,   0.95000,   0.96664,   1.04523,   1.06150,   1.18495,   1.18879,   1.20757,   1.32568,   1.48078,   1.54492,   1.49883,   1.39972,   1.33921,   1.37738,   1.51749,   1.67158,   1.80684,   1.80474,   1.65267,   1.42978,   1.25471,   1.21100,   1.29050,   1.42869,   1.56242,   1.65435,   1.72612,   1.73965,   1.69524,   1.63781,   1.62351,  -0.01396,   0.00536,   0.02036,   0.03322,   0.04536,   0.05667,   0.06299,   0.07645,   0.08362,   0.09277,   0.09988,   0.10796,   0.11508,   0.12369,   0.13209,   0.14060,   0.14592,   0.15673,   0.16938,   0.17753,   0.18760,   0.19308,   0.20204,   0.21462,   0.21723,   0.23938,   0.24738,   0.24720,   0.25332,   0.26037,   0.28556,   0.34085,   0.30461,   0.35482,   0.40411,   0.33910,   0.26243,   0.27740,   0.36115,   0.40723,   0.35623,   0.20806,   0.02902,  -0.08854,  -0.09449,   0.03659,   0.24334,   0.40728,   0.43312,   0.31662,   0.14070,   0.00514,  -0.03623,   0.00674,   0.09282,   0.21702,   0.35366,   0.45583,   0.48419,   0.44813,0.3406735995635565,1.0541067023682738
25C06,17,29.89288661741382,0.8305382895297077,44,   0.34513,   0.34972,   0.35722,   0.36671,   0.37532,   0.38469,   0.39676,   0.40814,   0.42169,   0.43333,   0.44920,   0.46356,   0.47983,   0.49676,   0.51735,   0.53379,   0.55465,   0.57931,   0.59878,   0.62231,   0.64894,   0.67785,   0.70661,   0.73390,   0.77230,   0.81108,   0.84843,   0.85990,   0.91739,   0.94730,   0.96483,   1.03491,   1.06104,   1.17366,   1.17019,   1.20172,   1.33270,   1.47976,   1.52118,   1.46155,   1.36892,   1.33269,   1.40157,   1.55710,   1.71006,   1.81173,   1.76483,   1.58524,   1.35982,   1.21094,   1.20217,   1.30937,   1.45619,   1.58300,   1.66077,   1.70935,   1.69969,   1.64558,   1.59265,   1.59325,  -0.01459,   0.00267,   0.02014,   0.03378,   0.04594,   0.05578,   0.06421,   0.07559,   0.08273,   0.09229,   0.09955,   0.10798,   0.11377,   0.12370,   0.13108,   0.13940,   0.14516,   0.15573,   0.16536,   0.17498,   0.18685,   0.19098,   0.19989,   0.21130,   0.21639,   0.23897,   0.24828,   0.24328,   0.25114,   0.25815,   0.27889,   0.34201,   0.29978,   0.36318,   0.39634,   0.32374,   0.25885,   0.29553,   0.37772,   0.40524,   0.32932,   0.16864,  -0.00052,  -0.08925,  -0.06095,   0.09896,   0.30179,   0.43217,   0.41605,   0.26919,   0.08738,  -0.03100,  -0.04643,   0.01965,   0.11811,   0.24927,   0.37596,   0.45650,   0.46290,   0.41582,0.5188819094647981,0.9628104410145417
25C06,18,29.90104923111765,0.8307650780399789,43,   0.35068,   0.35294,   0.36231,   0.37076,   0.37852,   0.38912,   0.39885,   0.41216,   0.42178,   0.43868,   0.45080,   0.46769,   0.48286,   0.50000,   0.51903,   0.53759,   0.55480,   0.58012,   0.60794,   0.63165,   0.65820,   0.68161,   0.70998,   0.74458,   0.76864,   0.81448,   0.84539,   0.87405,   0.89871,   0.92904,   0.98322,   1.05851,   1.06058,   1.14669,   1.26423,   1.26193,   1.25953,   1.33781,   1.49252,   1.62596,   1.65588,   1.56839,   1.41850,   1.30272,   1.28591,   1.39868,   1.59452,   1.76614,   1.81754,   1.72379,   1.54524,   1.38814,   1.32214,   1.34885,   1.42723,   1.54751,   1.69255,   1.82352,   1.88974,   1.87904,  -0.01383,   0.00204,   0.02060,   0.03272,   0.04562,   0.05411,   0.06585,   0.07437,   0.08223,   0.09261,   0.09880,   0.10594,   0.11845,   0.12433,   0.12894,   0.14245,   0.14858,   0.15852,   0.17007,   0.18065,   0.18948,   0.19853,   0.21014,   0.22359,   0.22813,   0.22588,   0.23252,   0.26743,   0.25930,   0.28398,   0.32096,   0.29800,   0.35611,   0.30225,   0.35559,   0.41764,   0.35828,   0.25122,   0.19212,   0.23526,   0.33223,   0.39792,   0.36331,   0.21598,   0.03846,  -0.13475,  -0.17986,  -0.07216,   0.13120,   0.31736,   0.39794,   0.35427,   0.24427,   0.14149,   0.09019,   0.06719,   0.10557,   0.21615,   0.36937,   0.50265,-1.014405602210298,0.3441469316144744
25C06,19,29.74391260083981,0.8263992237214002,42,   0.34955,   0.35372,   0.35899,   0.36846,   0.37822,   0.38817,   0.39994,   0.40919,   0.42315,   0.43686,   0.45247,   0.46654,   0.48519,   0.50291,   0.51955,   0.53728,   0.55839,   0.58355,   0.60379,   0.62972,   0.65332,   0.68654,   0.71637,   0.74618,   0.78218,   0.80237,   0.83737,   0.88382,   0.92321,   0.96739,   0.99995,   1.00304,   1.11183,   1.12034,   1.15616,   1.28291,   1.41493,   1.42431,   1.37311,   1.34615,   1.40589,   1.54781,   1.70450,   1.78982,   1.75894,   1.58944,   1.36259,   1.20677,   1.18959,   1.30910,   1.48802,   1.63275,   1.69202,   1.67473,   1.62663,   1.55120,   1.49297,   1.48664,   1.55599,   1.69370,  -0.01445,   0.00059,   0.01961,   0.03433,   0.04435,   0.05599,   0.06463,   0.07453,   0.08438,   0.09085,   0.09943,   0.10785,   0.11723,   0.12404,   0.13219,   0.13922,   0.14915,   0.15864,   0.16512,   0.17360,   0.18266,   0.19468,   0.20223,   0.20905,   0.22258,   0.24026,   0.25149,   0.24370,   0.27517,   0.28081,   0.27585,   0.32062,   0.30899,   0.38343,   0.33350,   0.28670,   0.35017,   0.41770,   0.39176,   0.26951,   0.11458,   0.01738,   0.03575,   0.16259,   0.30659,   0.42431,   0.40129,   0.24384,   0.03222,  -0.11786,  -0.14301,  -0.04918,   0.09953,   0.23899,   0.32917,   0.37914,   0.36839,   0.31092,   0.24434,   0.21577,0.8330160239391684,-0.3885469307054268
25C06,20,29.7100260842285,0.8254577271739212,41,   0.34943,   0.35278,   0.36232,   0.36789,   0.37942,   0.38703,   0.39921,   0.41104,   0.42236,   0.43709,   0.44966,   0.46648,   0.48179,   0.50056,   0.51652,   0.53832,   0.55520,   0.58002,   0.60705,   0.63133,   0.65732,   0.68356,   0.71477,   0.74780,   0.77346,   0.80213,   0.83152,   0.88306,   0.89855,   0.94023,   1.00469,   1.02955,   1.09435,   1.10435,   1.22767,   1.32398,   1.30286,   1.29857,   1.37330,   1.52216,   1.66461,   1.71492,   1.64024,   1.47272,   1.31774,   1.22923,   1.29085,   1.47179,   1.66551,   1.77189,   1.74904,   1.62677,   1.48857,   1.40199,   1.38895,   1.42590,   1.52316,   1.66995,   1.82774,   1.93982,  -0.01348,   0.00144,   0.01965,   0.03168,   0.04412,   0.05363,   0.06574,   0.07382,   0.08274,   0.09075,   0.10006,   0.10709,   0.11589,   0.12442,   0.13276,   0.13977,   0.14860,   0.15811,   0.16714,   0.17690,   0.18553,   0.19961,   0.21115,   0.21932,   0.23325,   0.22740,   0.23537,   0.26371,   0.27566,   0.29948,   0.31241,   0.28454,   0.36712,   0.31964,   0.30620,   0.39450,   0.41808,   0.33686,   0.21237,   0.13641,   0.16623,   0.27419,   0.38172,   0.40138,   0.31231,   0.10831,  -0.09496,  -0.19877,  -0.14849,   0.01920,   0.21160,   0.33625,   0.35598,   0.30237,   0.24092,   0.16769,   0.11499,   0.11406,   0.19105,   0.33239,-0.7415624317204303,-0.6552914395520083
25C06,21,29.69270119173136,0.8249763756482215,40,   0.34892,   0.35158,   0.36049,   0.36973,   0.37852,   0.38754,   0.39853,   0.41110,   0.42303,   0.43626,   0.45028,   0.46623,   0.48052,   0.49860,   0.51750,   0.53550,   0.55606,   0.57862,   0.60437,   0.62796,   0.65620,   0.67770,   0.70856,   0.74152,   0.76659,   0.80988,   0.84297,   0.87126,   0.89374,   0.92514,   0.97707,   1.05369,   1.05433,   1.14288,   1.25822,   1.25534,   1.25572,   1.33415,   1.48638,   1.62237,   1.65305,   1.56505,   1.41598,   1.29999,   1.28313,   1.39372,   1.58982,   1.76287,   1.81352,   1.71848,   1.54164,   1.38359,   1.31763,   1.34382,   1.42086,   1.53987,   1.68501,   1.81828,   1.88585,   1.87834,  -0.01338,   0.00192,   0.01944,   0.03220,   0.04382,   0.05623,   0.06680,   0.07520,   0.08229,   0.09189,   0.09940,   0.10789,   0.11429,   0.12417,   0.12946,   0.14075,   0.14904,   0.15730,   0.16866,   0.18019,   0.18943,   0.19804,   0.21047,   0.21996,   0.22721,   0.22585,   0.23125,   0.26524,   0.25765,   0.28145,   0.31927,   0.29710,   0.35531,   0.30370,   0.35581,   0.41812,   0.35933,   0.25252,   0.19261,   0.23497,   0.33206,   0.39940,   0.36518,   0.21838,   0.03700,  -0.13330,  -0.17916,  -0.07022,   0.13290,   0.31867,   0.39766,   0.35431,   0.24429,   0.14135,   0.09079,   0.06687,   0.10254,   0.21201,   0.36558,   0.49980,-1.0149031565625988,0.3450106969669407
25C06,22,29.60516563124846,0.8225443042458518,39,   0.34894,   0.35430,   0.36075,   0.36914,   0.37838,   0.38872,   0.39750,   0.41146,   0.42376,   0.43756,   0.45062,   0.46733,   0.48095,   0.49954,   0.51886,   0.53525,   0.55699,   0.57962,   0.60281,   0.62516,   0.65167,   0.67894,   0.70678,   0.73757,   0.76756,   0.81700,   0.85102,   0.86159,   0.90673,   0.93181,   0.96222,   1.05729,   1.04576,   1.17534,   1.22858,   1.21187,   1.27301,   1.42385,   1.56145,   1.59525,   1.51973,   1.39789,   1.32283,   1.35923,   1.47637,   1.66827,   1.80867,   1.81369,   1.67289,   1.46507,   1.30207,   1.25654,   1.32014,   1.43741,   1.55593,   1.68515,   1.78264,   1.81141,   1.77398,   1.72168,  -0.01324,   0.00065,   0.01991,   0.03283,   0.04593,   0.05454,   0.06454,   0.07444,   0.08266,   0.09197,   0.09867,   0.10730,   0.11539,   0.12318,   0.13057,   0.14033,   0.14692,   0.15435,   0.16885,   0.17764,   0.18912,   0.19318,   0.20441,   0.21815,   0.21986,   0.23336,   0.23816,   0.25789,   0.24867,   0.26677,   0.30309,   0.32461,   0.32752,   0.32382,   0.40540,   0.38296,   0.29448,   0.23703,   0.27716,   0.36474,   0.40671,   0.34482,   0.18500,  -0.00348,  -0.12137,  -0.12870,   0.00752,   0.22082,   0.38695,   0.42351,   0.32914,   0.18016,   0.06322,   0.01745,   0.03806,   0.10622,   0.23363,   0.38399,   0.49394,   0.52653,-0.4068010094627436,1.0598168394420806
25C06,23,29.57063580494391,0.8215849341039254,38,   0.34938,   0.35249,   0.36088,   0.36869,   0.37672,   0.38785,   0.39856,   0.40976,   0.42310,   0.43755,   0.44895,   0.46663,   0.48167,   0.49968,   0.51811,   0.53342,   0.55429,   0.57818,   0.60169,   0.62321,   0.65076,   0.67583,   0.70543,   0.73373,   0.76494,   0.81442,   0.84932,   0.85778,   0.90592,   0.93155,   0.95665,   1.05226,   1.04361,   1.17602,   1.21122,   1.20255,   1.28014,   1.43726,   1.55998,   1.56806,   1.47765,   1.36669,   1.32276,   1.39343,   1.52923,   1.71382,   1.82183,   1.78039,   1.60631,   1.39486,   1.25885,   1.24844,   1.33805,   1.46573,   1.58121,   1.70028,   1.77732,   1.78216,   1.73371,   1.68661,  -0.01336,  -0.00010,   0.01947,   0.03275,   0.04463,   0.05413,   0.06433,   0.07408,   0.08185,   0.09119,   0.09859,   0.10562,   0.11390,   0.12196,   0.12968,   0.13966,   0.14520,   0.15587,   0.16807,   0.17693,   0.18939,   0.19250,   0.20241,   0.21513,   0.21848,   0.23301,   0.24010,   0.25377,   0.24736,   0.26198,   0.29763,   0.33014,   0.31731,   0.33155,   0.40776,   0.37102,   0.28268,   0.24289,   0.30129,   0.38353,   0.40168,   0.31063,   0.13711,  -0.03999,  -0.12834,  -0.09449,   0.07305,   0.28474,   0.41850,   0.41105,   0.28532,   0.13043,   0.02859,   0.00511,   0.04488,   0.13162,   0.26812,   0.41149,   0.50170,   0.51290,-0.20092235215095566,1.1209945295227506
25C06,24,29.56548419878174,0.8214418028558454,37,   0.34814,   0.35402,   0.36114,   0.36831,   0.37832,   0.38663,   0.39805,   0.41104,   0.42251,   0.43755,   0.44985,   0.46609,   0.48068,   0.49836,   0.51507,   0.53531,   0.55353,   0.57767,   0.60564,   0.62829,   0.65453,   0.67850,   0.70930,   0.74469,   0.76830,   0.80217,   0.82983,   0.87579,   0.88845,   0.92873,   0.99204,   1.02996,   1.07359,   1.10749,   1.23623,   1.29947,   1.27636,   1.29260,   1.39720,   1.55560,   1.67370,   1.67995,   1.56621,   1.39519,   1.27209,   1.24310,   1.35652,   1.55550,   1.72616,   1.78241,   1.70703,   1.55720,   1.42434,   1.36245,   1.37365,   1.43745,   1.55645,   1.71254,   1.85603,   1.93694,  -0.01490,   0.00064,   0.01789,   0.03218,   0.04641,   0.05496,   0.06524,   0.07350,   0.08214,   0.09049,   0.09881,   0.10627,   0.11593,   0.12372,   0.12915,   0.14021,   0.14983,   0.15812,   0.16579,   0.17585,   0.18453,   0.19899,   0.20853,   0.21827,   0.22999,   0.22246,   0.23065,   0.26323,   0.26907,   0.29560,   0.31607,   0.28424,   0.36581,   0.31065,   0.31667,   0.40969,   0.40650,   0.31079,   0.19538,   0.15447,   0.21614,   0.32815,   0.40231,   0.36734,   0.23893,   0.02533,  -0.14862,  -0.19406,  -0.08965,   0.10312,   0.28306,   0.36723,   0.34480,   0.26630,   0.19794,   0.12903,   0.09387,   0.12301,   0.22920,   0.38093,-0.9192853460698948,-0.40837969275066877
25C06,25,29.49633075222017,0.8195204566186148,36,   0.34879,   0.35199,   0.36007,   0.36762,   0.37867,   0.38820,   0.39773,   0.41130,   0.42285,   0.43527,   0.44867,   0.46464,   0.48247,   0.49925,   0.51539,   0.53679,   0.55649,   0.57782,   0.60344,   0.62924,   0.65382,   0.68053,   0.71472,   0.74598,   0.77457,   0.79445,   0.82449,   0.88248,   0.90081,   0.94766,   1.00383,   1.00724,   1.10689,   1.08741,   1.18778,   1.32841,   1.34799,   1.31610,   1.32897,   1.42514,   1.58134,   1.71058,   1.73732,   1.63270,   1.46569,   1.27588,   1.19916,   1.27985,   1.46095,   1.64133,   1.73541,   1.71217,   1.61038,   1.50062,   1.43975,   1.41421,   1.45115,   1.55689,   1.71269,   1.87223,  -0.01459,   0.00060,   0.01919,   0.03175,   0.04567,   0.05484,   0.06537,   0.07383,   0.08237,   0.09022,   0.09930,   0.10675,   0.11555,   0.12367,   0.13062,   0.13802,   0.15005,   0.15804,   0.16303,   0.17295,   0.18035,   0.19687,   0.20545,   0.21323,   0.22865,   0.22892,   0.24117,   0.25351,   0.28102,   0.29890,   0.29629,   0.29053,   0.34828,   0.34518,   0.30295,   0.34805,   0.42577,   0.39445,   0.27710,   0.14607,   0.09215,   0.14947,   0.27933,   0.39397,   0.41413,   0.30182,   0.09169,  -0.10796,  -0.19231,  -0.12947,   0.03368,   0.20855,   0.31957,   0.34711,   0.32721,   0.26785,   0.19576,   0.14422,   0.15093,   0.23513,-0.14791183589899956,-0.9323885438604134
25C06,26,29.449879035692,0.8182298509409233,35,   0.34869,   0.35350,   0.36101,   0.36811,   0.37910,   0.38740,   0.39851,   0.41279,   0.42203,   0.43608,   0.45143,   0.46670,   0.48393,   0.49956,   0.51869,   0.53468,   0.55708,   0.58120,   0.59944,   0.62292,   0.64866,   0.68165,   0.71031,   0.73705,   0.77566,   0.80467,   0.84260,   0.86736,   0.91983,   0.95324,   0.97121,   1.01152,   1.07602,   1.15369,   1.15007,   1.22279,   1.37998,   1.48262,   1.46846,   1.39538,   1.34830,   1.39206,   1.52826,   1.69585,   1.79820,   1.79348,   1.64186,   1.41642,   1.23559,   1.18696,   1.27382,   1.42825,   1.57169,   1.66303,   1.69888,   1.68819,   1.63058,   1.56666,   1.54801,   1.60640,  -0.01615,   0.00410,   0.01777,   0.03280,   0.04300,   0.05434,   0.06489,   0.07300,   0.08252,   0.08975,   0.09844,   0.10606,   0.11501,   0.12126,   0.13125,   0.13721,   0.14574,   0.15510,   0.16472,   0.17158,   0.18297,   0.19038,   0.20008,   0.20878,   0.21524,   0.24077,   0.25019,   0.23739,   0.25960,   0.26416,   0.27246,   0.34190,   0.29476,   0.38504,   0.37788,   0.30317,   0.28467,   0.36077,   0.41929,   0.38212,   0.24845,   0.07928,  -0.03515,  -0.03011,   0.07181,   0.26167,   0.41334,   0.43181,   0.30562,   0.11221,  -0.04110,  -0.08889,  -0.03179,   0.08495,   0.20679,   0.33627,   0.42398,   0.44153,   0.39636,   0.33488,0.8664236961438639,0.5172297714116497
25C06,27,29.42496734525685,0.8175377092609274,34,   0.34888,   0.35232,   0.35925,   0.36720,   0.37653,   0.38677,   0.39832,   0.40807,   0.42286,   0.43604,   0.45013,   0.46417,   0.48249,   0.50057,   0.51580,   0.53666,   0.55697,   0.57888,   0.60084,   0.62726,   0.65191,   0.68513,   0.71321,   0.74381,   0.77764,   0.79360,   0.82637,   0.87977,   0.91127,   0.95664,   0.99683,   0.99199,   1.10750,   1.09848,   1.15628,   1.30048,   1.39851,   1.38076,   1.34053,   1.35430,   1.46185,   1.62064,   1.74911,   1.76998,   1.67800,   1.46973,   1.26743,   1.18378,   1.25238,   1.42123,   1.59543,   1.69476,   1.69522,   1.63183,   1.56447,   1.49073,   1.45642,   1.48813,   1.59331,   1.75005,  -0.01384,   0.00136,   0.01798,   0.03254,   0.04369,   0.05493,   0.06456,   0.07433,   0.08260,   0.08971,   0.09786,   0.10736,   0.11451,   0.12202,   0.13102,   0.13500,   0.14775,   0.15821,   0.16407,   0.17152,   0.18066,   0.19594,   0.20348,   0.20977,   0.22490,   0.23568,   0.24743,   0.24301,   0.27718,   0.28682,   0.28010,   0.31018,   0.31988,   0.37588,   0.32214,   0.30219,   0.38860,   0.43005,   0.36501,   0.22224,   0.08728,   0.04323,   0.11632,   0.26420,   0.38536,   0.42879,   0.32192,   0.11638,  -0.07965,  -0.16605,  -0.11622,   0.02711,   0.18516,   0.30118,   0.35664,   0.36290,   0.31904,   0.25084,   0.19782,   0.20227,0.5772724163358439,-0.7091246841526092
25C06,28,29.43357622459497,0.8177768967309017,33,   0.35017,   0.35327,   0.35875,   0.37035,   0.37691,   0.38674,   0.40003,   0.40829,   0.42212,   0.43697,   0.44942,   0.46369,   0.48022,   0.49877,   0.51683,   0.53427,   0.55587,   0.57875,   0.59808,   0.62252,   0.64670,   0.67616,   0.70379,   0.73216,   0.76437,   0.80847,   0.84403,   0.85510,   0.90519,   0.93322,   0.95201,   1.03950,   1.04403,   1.17237,   1.19051,   1.19458,   1.29533,   1.45578,   1.55290,   1.53205,   1.43260,   1.34420,   1.34293,   1.45382,   1.60447,   1.77122,   1.82377,   1.72025,   1.51344,   1.31302,   1.22250,   1.26013,   1.37865,   1.51486,   1.62351,   1.72274,   1.76279,   1.73460,   1.67484,   1.64410,  -0.01434,   0.00167,   0.01851,   0.03175,   0.04410,   0.05352,   0.06331,   0.07252,   0.08181,   0.09021,   0.09901,   0.10640,   0.11574,   0.12214,   0.13020,   0.13679,   0.14508,   0.15453,   0.16468,   0.17322,   0.18599,   0.19036,   0.20057,   0.21140,   0.21447,   0.23401,   0.24168,   0.24814,   0.24654,   0.25871,   0.28973,   0.33653,   0.30992,   0.34546,   0.41031,   0.35877,   0.27502,   0.26322,   0.33962,   0.40723,   0.38840,   0.26443,   0.08143,  -0.07037,  -0.11766,  -0.02935,   0.16578,   0.35961,   0.43953,   0.37166,   0.21343,   0.06279,  -0.01168,  -0.00154,   0.06412,   0.17831,   0.32282,   0.44707,   0.50084,   0.48147,0.08829846544030062,1.1275388675215643
